#,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,MonthSeason,MonthYear
423,Andrew Bellatti,PHI,28.3%,78.3%,48.1%,47.2%,86.2%,72.3%,39.5%,52.9%,13.3%,11.4%,24.8%,3.0,2022-05-01
424,Jeff Hoffman,CIN,28.3%,70.0%,43.1%,52.8%,77.6%,67.1%,35.5%,53.3%,14.2%,15.7%,29.9%,3.0,2022-05-01
425,Giovanny Gallegos,STL,28.3%,74.7%,48.7%,36.7%,77.4%,64.1%,43.9%,53.3%,17.5%,18.0%,35.4%,3.0,2022-05-01
426,Kutter Crawford,BOS,28.3%,80.0%,48.7%,84.6%,75.0%,78.4%,39.5%,41.2%,10.5%,7.9%,18.4%,3.0,2022-05-01
427,Joey Wentz,DET,28.2%,72.0%,45.3%,59.1%,94.4%,81.0%,39.1%,55.2%,8.6%,14.1%,22.7%,3.0,2022-05-01
428,Tyler Kinley,COL,28.2%,82.1%,56.4%,55.0%,78.1%,72.6%,52.3%,51.3%,15.4%,11.4%,26.8%,3.0,2022-05-01
429,Bennett Sousa,CHW,28.2%,75.0%,48.0%,60.0%,82.1%,74.6%,42.3%,61.3%,12.2%,15.4%,27.6%,3.0,2022-05-01
430,Bryse Wilson,PIT,28.1%,78.4%,49.8%,76.7%,83.5%,81.3%,43.1%,59.2%,9.3%,12.3%,21.6%,3.0,2022-05-01
431,Brad Keller,KCR,28.1%,68.8%,46.0%,60.3%,92.2%,81.3%,44.1%,52.6%,8.6%,16.1%,24.7%,3.0,2022-05-01
432,Adam Oller,OAK,28.1%,81.6%,49.5%,87.5%,87.1%,87.2%,40.0%,62.5%,6.3%,10.5%,16.8%,3.0,2022-05-01
433,Kyle Wright,ATL,28.0%,68.8%,46.6%,62.3%,83.0%,76.2%,45.5%,62.6%,11.1%,17.1%,28.2%,3.0,2022-05-01
434,Kolby Allard,TEX,28.0%,77.3%,51.1%,71.4%,100.0%,91.7%,46.8%,75.0%,4.3%,14.9%,19.1%,3.0,2022-05-01
435,Mike Clevinger,SDP,28.0%,60.2%,42.5%,62.5%,88.7%,79.3%,45.2%,59.3%,8.8%,20.3%,29.1%,3.0,2022-05-01
436,Brady Singer,KCR,28.0%,63.7%,45.3%,47.5%,88.4%,75.4%,48.6%,63.0%,11.2%,23.0%,34.2%,3.0,2022-05-01
437,Josh Sborz,TEX,27.9%,64.0%,37.6%,47.4%,68.8%,57.1%,26.9%,40.9%,16.1%,15.1%,31.2%,3.0,2022-05-01
438,Jarlin Garcia,SFG,27.8%,71.0%,46.8%,72.7%,86.4%,81.8%,44.0%,56.4%,8.5%,16.3%,24.8%,3.0,2022-05-01
439,Dylan Coleman,KCR,27.8%,71.6%,45.5%,52.4%,83.6%,72.2%,40.3%,58.3%,12.6%,12.6%,25.3%,3.0,2022-05-01
440,Angel Rondon,STL,27.8%,68.8%,43.0%,73.3%,95.5%,86.5%,37.2%,50.0%,5.8%,14.0%,19.8%,3.0,2022-05-01
441,Matt Wisler,TBR,27.7%,67.7%,44.7%,50.0%,89.2%,75.2%,42.5%,71.4%,11.1%,19.0%,30.1%,3.0,2022-05-01
442,Matthew Liberatore,STL,27.6%,62.1%,38.7%,91.2%,86.1%,88.6%,32.0%,50.0%,4.4%,21.0%,25.4%,3.0,2022-05-01
443,David Phelps,TOR,27.6%,66.1%,41.0%,75.0%,90.2%,83.6%,34.8%,68.3%,6.7%,16.3%,23.0%,3.0,2022-05-01
444,Tyler Thornburg,ATL,27.6%,63.6%,40.7%,62.5%,85.7%,75.7%,36.3%,52.2%,9.9%,17.6%,27.5%,3.0,2022-05-01
445,Reyes Moronta,LAD,27.6%,74.2%,43.8%,75.0%,73.9%,74.4%,34.8%,50.0%,11.2%,10.1%,21.3%,3.0,2022-05-01
446,Glenn Otto,TEX,27.6%,73.3%,44.6%,67.5%,87.3%,79.6%,37.2%,58.3%,9.1%,15.2%,24.2%,3.0,2022-05-01
447,David Peterson,NYM,27.5%,64.8%,39.4%,67.3%,87.7%,78.0%,31.8%,46.4%,8.7%,16.6%,25.3%,3.0,2022-05-01
448,Tim Hill,SDP,27.5%,57.6%,39.3%,85.7%,89.5%,87.9%,39.3%,40.9%,4.8%,21.4%,26.2%,3.0,2022-05-01
449,Jon Heasley,KCR,27.4%,72.8%,44.1%,67.8%,86.8%,79.3%,36.8%,53.3%,9.1%,13.8%,22.9%,3.0,2022-05-01
450,Matt Bush,TEX,27.4%,73.4%,47.3%,65.2%,83.0%,77.1%,43.2%,65.0%,10.8%,21.6%,32.4%,3.0,2022-05-01
451,Jesus Luzardo,MIA,27.4%,65.7%,42.6%,51.7%,80.4%,69.3%,39.8%,64.9%,13.1%,17.6%,30.7%,3.0,2022-05-01
452,Juan Minaya,MIN,27.3%,75.0%,47.4%,66.7%,72.2%,70.4%,42.1%,61.1%,14.0%,14.0%,28.1%,3.0,2022-05-01
453,Tucker Davidson,ATL,27.3%,65.6%,42.8%,55.6%,94.9%,80.0%,40.5%,62.1%,8.6%,15.8%,24.3%,3.0,2022-05-01
454,Nick Nelson,PHI,27.2%,68.1%,45.5%,72.5%,76.5%,75.2%,44.7%,61.5%,11.3%,16.2%,27.4%,3.0,2022-05-01
455,Gabe Speier,KCR,27.2%,59.6%,41.4%,67.7%,94.3%,84.5%,43.8%,44.4%,6.4%,16.3%,22.7%,3.0,2022-05-01
456,Chase De Jong,PIT,27.1%,65.0%,44.0%,62.9%,91.0%,81.4%,44.4%,53.3%,8.2%,18.5%,26.7%,3.0,2022-05-01
457,Clarke Schmidt,NYY,27.1%,71.1%,46.5%,69.2%,85.2%,80.0%,44.2%,54.5%,9.3%,14.0%,23.3%,3.0,2022-05-01
458,Stephen Nogosek,NYM,27.0%,68.9%,45.9%,70.0%,85.7%,80.6%,45.2%,60.6%,8.9%,15.6%,24.4%,3.0,2022-05-01
459,Heath Hembree,PIT,26.9%,64.7%,41.9%,57.1%,90.9%,77.8%,39.5%,52.2%,9.3%,18.6%,27.9%,3.0,2022-05-01
460,Enyel De Los Santos,CLE,26.9%,73.3%,49.7%,57.1%,74.5%,69.7%,49.0%,70.6%,15.0%,15.0%,30.1%,3.0,2022-05-01
461,Bryan Baker,BAL,26.9%,70.8%,44.4%,72.2%,79.4%,76.8%,39.9%,52.6%,10.3%,15.7%,26.0%,3.0,2022-05-01
462,Matt Barnes,BOS,26.9%,73.6%,45.6%,62.1%,81.1%,74.4%,40.0%,62.2%,11.7%,14.4%,26.1%,3.0,2022-05-01
463,Jake Walsh,STL,26.8%,70.8%,43.1%,72.7%,88.2%,82.1%,36.9%,46.7%,7.7%,16.9%,24.6%,3.0,2022-05-01
464,Drew Hutchison,DET,26.8%,68.1%,45.6%,66.7%,87.5%,80.9%,45.6%,72.0%,8.7%,16.5%,25.2%,3.0,2022-05-01
465,Tyler Rogers,SFG,26.8%,64.8%,43.5%,86.7%,84.2%,85.1%,44.0%,70.7%,6.5%,22.5%,29.0%,3.0,2022-05-01
466,Dany Jimenez,OAK,26.8%,58.6%,36.8%,52.9%,73.5%,63.2%,31.4%,63.6%,13.5%,21.6%,35.1%,3.0,2022-05-01
467,Ryan Tepera,LAA,26.7%,69.0%,40.4%,59.4%,92.5%,77.8%,32.6%,52.4%,9.0%,12.9%,21.9%,3.0,2022-05-01
468,Matt Peacock,KCR,26.7%,69.6%,45.3%,62.5%,87.5%,79.2%,43.4%,61.5%,9.4%,15.1%,24.5%,3.0,2022-05-01
469,Jeurys Familia,PHI,26.6%,67.5%,44.3%,65.5%,80.4%,75.3%,43.2%,55.3%,10.9%,17.7%,28.6%,3.0,2022-05-01
470,Felix Bautista,BAL,26.6%,79.3%,49.2%,51.7%,81.5%,72.3%,42.9%,57.8%,13.6%,12.0%,25.7%,3.0,2022-05-01
471,Daniel Norris,CHC,26.6%,60.6%,38.7%,58.8%,81.4%,71.4%,35.7%,53.3%,11.1%,19.1%,30.2%,3.0,2022-05-01
472,Miguel Castro,NYY,26.6%,60.0%,42.7%,70.6%,69.4%,69.8%,48.4%,46.7%,12.9%,21.0%,33.9%,3.0,2022-05-01
473,Paul Sewald,SEA,26.5%,66.7%,42.9%,60.0%,82.7%,74.4%,40.8%,60.4%,11.0%,19.9%,30.9%,3.0,2022-05-01
474,Antonio Senzatela,COL,26.5%,76.1%,48.8%,76.7%,92.9%,88.0%,44.9%,60.0%,5.9%,12.7%,18.5%,3.0,2022-05-01
475,Daniel Bard,COL,26.5%,75.0%,48.3%,57.7%,80.0%,73.3%,44.9%,61.9%,12.9%,14.6%,27.5%,3.0,2022-05-01
476,Graham Ashcraft,CIN,26.5%,71.4%,45.2%,76.9%,96.0%,89.5%,41.7%,66.7%,4.8%,15.5%,20.2%,3.0,2022-05-01
477,Mitch Keller,PIT,26.4%,63.0%,41.6%,70.4%,90.1%,82.8%,41.6%,50.4%,7.2%,17.6%,24.7%,3.0,2022-05-01
478,Jhonathan Diaz,LAA,26.3%,66.0%,39.4%,56.0%,90.3%,75.0%,33.1%,53.8%,9.9%,15.5%,25.4%,3.0,2022-05-01
479,Rich Hill,BOS,26.2%,67.0%,45.7%,66.7%,86.7%,80.7%,47.9%,61.7%,8.8%,20.3%,29.1%,3.0,2022-05-01
480,Zach Logue,OAK,25.9%,72.1%,45.5%,63.5%,86.0%,78.6%,42.4%,48.6%,9.7%,14.7%,24.4%,3.0,2022-05-01
481,Ryan Burr,CHW,25.8%,67.2%,45.7%,76.5%,85.4%,82.8%,48.0%,54.5%,7.9%,18.9%,26.8%,3.0,2022-05-01
482,Elieser Hernandez,MIA,25.7%,68.9%,47.7%,63.5%,83.3%,78.1%,50.9%,74.3%,10.5%,17.3%,27.7%,3.0,2022-05-01
483,Tim Mayza,TOR,25.7%,61.3%,42.4%,66.7%,94.7%,85.7%,47.0%,70.0%,6.1%,24.2%,30.3%,3.0,2022-05-01
484,Sam Hentges,CLE,25.7%,73.8%,43.8%,72.2%,80.6%,77.6%,37.5%,50.0%,9.8%,17.9%,27.7%,3.0,2022-05-01
485,Trent Thornton,TOR,25.6%,66.7%,43.5%,40.0%,95.0%,76.7%,43.5%,57.9%,10.1%,15.9%,26.1%,3.0,2022-05-01
486,Yimi Garcia,TOR,25.6%,72.8%,44.6%,64.5%,83.1%,76.7%,40.1%,53.2%,10.4%,14.4%,24.8%,3.0,2022-05-01
487,Dauri Moreta,CIN,25.6%,67.9%,42.3%,27.3%,84.2%,63.3%,39.4%,40.0%,15.5%,16.9%,32.4%,3.0,2022-05-01
488,Zach Jackson,OAK,25.5%,60.9%,38.3%,48.7%,86.8%,70.7%,36.3%,55.4%,11.3%,16.7%,27.9%,3.0,2022-05-01
489,Vladimir Gutierrez,CIN,25.4%,69.9%,46.1%,73.3%,89.7%,84.9%,46.4%,62.4%,7.0%,17.3%,24.2%,3.0,2022-05-01
490,Austin Davis,BOS,25.4%,70.7%,43.6%,71.0%,77.6%,75.3%,40.2%,52.0%,10.8%,16.2%,27.0%,3.0,2022-05-01
491,Kyle Finnegan,WSN,25.3%,67.4%,45.7%,58.3%,78.3%,72.6%,48.4%,58.7%,12.5%,18.5%,31.0%,3.0,2022-05-01
492,Jhoulys Chacin,COL,25.0%,70.8%,45.3%,82.1%,82.5%,82.4%,44.3%,57.6%,8.0%,16.4%,24.4%,3.0,2022-05-01
493,Ross Detwiler,CIN,25.0%,50.0%,33.3%,66.7%,100.0%,83.3%,33.3%,50.0%,5.6%,27.8%,33.3%,3.0,2022-05-01
494,Michael Pineda,DET,25.0%,66.7%,45.7%,52.0%,92.4%,81.3%,49.7%,61.2%,8.5%,19.1%,27.6%,3.0,2022-05-01
495,Yunior Marte,SFG,25.0%,69.0%,42.5%,90.9%,85.0%,87.1%,39.7%,55.0%,5.5%,16.4%,21.9%,3.0,2022-05-01
496,Anthony Misiewicz,SEA,25.0%,73.0%,44.5%,82.6%,84.8%,84.1%,40.6%,59.5%,7.1%,12.3%,19.4%,3.0,2022-05-01
497,Mauricio Llovera,SFG,25.0%,64.3%,40.6%,68.8%,85.2%,79.1%,39.6%,51.9%,8.5%,19.8%,28.3%,3.0,2022-05-01
498,Joan Adon,WSN,25.0%,69.2%,45.2%,84.7%,89.8%,88.3%,45.6%,54.0%,5.3%,16.6%,21.9%,3.0,2022-05-01
499,Cam Alldred,PIT,25.0%,75.0%,50.0%,50.0%,100.0%,87.5%,50.0%,75.0%,6.3%,25.0%,31.3%,3.0,2022-05-01
500,Ryan Pepiot,LAD,24.8%,50.5%,34.3%,64.1%,80.4%,72.9%,36.7%,55.8%,9.3%,21.4%,30.6%,3.0,2022-05-01
501,Phillips Valdez,BOS,24.5%,45.2%,32.5%,83.3%,92.9%,88.5%,38.8%,57.1%,3.8%,26.3%,30.0%,3.0,2022-05-01
502,Steven Wilson,SDP,24.5%,79.7%,47.9%,56.5%,78.2%,71.8%,42.3%,77.8%,13.5%,12.9%,26.4%,3.0,2022-05-01
503,Jesse Chavez,ATL,24.4%,62.8%,42.7%,76.2%,87.8%,84.3%,47.6%,73.8%,6.7%,25.6%,32.3%,3.0,2022-05-01
504,Justin Bruihl,LAD,24.4%,77.1%,52.8%,70.0%,83.8%,80.9%,53.9%,64.0%,10.1%,9.0%,19.1%,3.0,2022-05-01
505,Jose Ruiz,CHW,24.3%,71.9%,42.7%,67.6%,91.3%,83.0%,38.7%,51.9%,7.3%,14.5%,21.8%,3.0,2022-05-01
506,Justin Steele,CHC,24.3%,64.4%,41.9%,58.2%,83.3%,75.1%,43.9%,54.7%,10.4%,19.4%,29.8%,3.0,2022-05-01
507,Louis Head,MIA,24.3%,78.7%,46.2%,48.1%,89.8%,76.7%,40.3%,67.4%,10.8%,11.8%,22.6%,3.0,2022-05-01
508,Thomas Szapucki,NYM,24.3%,66.7%,34.7%,55.6%,100.0%,76.5%,24.5%,53.8%,8.2%,12.2%,20.4%,3.0,2022-05-01
509,Evan Phillips,LAD,24.3%,67.1%,41.7%,50.0%,83.7%,72.0%,40.6%,63.4%,11.7%,17.8%,29.4%,3.0,2022-05-01
510,Brad Hand,PHI,24.2%,64.9%,42.0%,62.5%,82.0%,75.7%,43.8%,54.5%,10.2%,18.8%,29.0%,3.0,2022-05-01
511,Seth Lugo,NYM,24.2%,63.2%,40.5%,69.6%,93.0%,84.8%,41.7%,52.4%,6.1%,21.5%,27.6%,3.0,2022-05-01
512,Jorge Lopez,BAL,24.1%,71.1%,44.7%,64.3%,82.8%,77.2%,43.7%,51.0%,10.2%,15.0%,25.2%,3.0,2022-05-01
513,Corbin Martin,ARI,24.1%,81.8%,40.8%,69.2%,72.2%,71.0%,28.9%,55.6%,11.8%,13.2%,25.0%,3.0,2022-05-01
514,Bryan Shaw,CLE,24.0%,70.5%,44.9%,72.2%,90.7%,85.2%,44.9%,64.1%,6.6%,16.9%,23.5%,3.0,2022-05-01
515,Elvin Rodriguez,DET,24.0%,64.2%,40.6%,66.7%,88.2%,80.8%,41.4%,45.7%,7.8%,17.2%,25.0%,3.0,2022-05-01
516,Jordan Hicks,STL,24.0%,61.9%,39.1%,62.3%,89.0%,79.2%,39.9%,46.7%,8.2%,16.6%,24.7%,3.0,2022-05-01
517,Aaron Bummer,CHW,23.9%,48.9%,36.3%,81.8%,90.9%,87.9%,49.5%,68.0%,4.4%,26.4%,30.8%,3.0,2022-05-01
518,Brad Boxberger,MIL,23.8%,64.6%,41.7%,72.0%,88.7%,83.3%,43.9%,61.4%,7.0%,23.0%,29.9%,3.0,2022-05-01
519,Hansel Robles,BOS,23.8%,75.6%,45.4%,80.0%,76.5%,77.6%,41.7%,53.3%,10.2%,13.9%,24.1%,3.0,2022-05-01
520,Parker Markel,OAK,23.8%,100.0%,33.3%,40.0%,66.7%,50.0%,12.5%,75.0%,16.7%,16.7%,33.3%,3.0,2022-05-01
521,Dakota Hudson,STL,23.8%,73.7%,44.7%,67.8%,96.2%,87.4%,41.9%,55.4%,5.6%,13.3%,18.9%,3.0,2022-05-01
522,Ronald Bolanos,KCR,23.7%,68.1%,41.3%,57.6%,87.1%,76.8%,39.6%,45.0%,9.6%,14.3%,23.9%,3.0,2022-05-01
523,Adonis Medina,NYM,23.7%,72.6%,48.8%,71.4%,88.9%,84.7%,51.2%,59.5%,7.4%,17.4%,24.8%,3.0,2022-05-01
524,David Robertson,CHC,23.6%,62.2%,41.1%,42.9%,89.1%,74.6%,45.4%,70.7%,10.4%,22.7%,33.1%,3.0,2022-05-01
525,Paolo Espino,WSN,23.4%,77.9%,49.4%,72.7%,85.1%,82.0%,47.8%,65.3%,8.9%,16.1%,25.0%,3.0,2022-05-01
526,Nick Sandlin,CLE,23.3%,58.0%,34.6%,66.7%,89.7%,79.2%,32.7%,32.4%,7.2%,17.0%,24.2%,3.0,2022-05-01
527,Alex Vesia,LAD,23.3%,64.4%,42.1%,55.0%,78.7%,71.6%,45.9%,57.9%,11.9%,21.4%,33.3%,3.0,2022-05-01
528,Jake Lemoine,OAK,23.2%,63.2%,39.6%,57.9%,91.7%,80.0%,41.0%,61.5%,7.9%,19.4%,27.3%,3.0,2022-05-01
529,Foster Griffin,KCR,23.1%,58.8%,37.2%,50.0%,90.0%,75.0%,39.5%,60.0%,9.3%,16.3%,25.6%,3.0,2022-05-01
530,Tony Santillan,CIN,23.1%,67.4%,42.6%,51.9%,72.6%,66.3%,44.0%,58.3%,14.4%,18.7%,33.0%,3.0,2022-05-01
531,Jesus Cruz,ATL,23.1%,77.8%,45.5%,33.3%,100.0%,80.0%,40.9%,75.0%,9.1%,13.6%,22.7%,3.0,2022-05-01
532,JC Mejia,MIL,23.1%,65.0%,37.3%,66.7%,69.2%,68.2%,33.9%,56.3%,11.9%,13.6%,25.4%,3.0,2022-05-01
533,Andre Pallante,STL,22.8%,71.2%,41.7%,70.3%,86.5%,81.1%,39.1%,47.8%,7.9%,16.9%,24.8%,3.0,2022-05-01
534,Adam Cimber,TOR,22.7%,68.8%,44.6%,60.0%,89.1%,81.3%,47.6%,67.4%,8.3%,17.9%,26.2%,3.0,2022-05-01
535,Justin Lawrence,COL,22.7%,61.1%,36.3%,46.7%,86.4%,70.3%,35.3%,58.3%,10.7%,16.5%,27.2%,3.0,2022-05-01
536,Yadier Molina,STL,22.2%,81.8%,55.0%,100.0%,100.0%,100.0%,55.0%,57.1%,0.0%,15.0%,15.0%,3.0,2022-05-01
537,Tommy Kahnle,LAD,22.2%,87.0%,52.0%,33.3%,75.0%,65.4%,46.0%,75.0%,18.0%,8.0%,26.0%,3.0,2022-05-01
538,Nick Gordon,MIN,22.2%,85.7%,50.0%,100.0%,83.3%,87.5%,43.8%,25.0%,6.3%,6.3%,12.5%,3.0,2022-05-01
539,Zac Lowther,BAL,22.2%,75.7%,42.0%,64.3%,92.9%,83.3%,37.0%,46.4%,7.0%,18.0%,25.0%,3.0,2022-05-01
540,Tyler Matzek,ATL,22.0%,87.1%,44.4%,53.8%,81.5%,72.5%,34.4%,38.9%,12.2%,7.8%,20.0%,3.0,2022-05-01
541,Matt Brash,SEA,21.7%,61.3%,37.7%,70.0%,78.9%,75.9%,40.3%,50.0%,9.1%,18.2%,27.3%,3.0,2022-05-01
542,Blake Taylor,HOU,21.7%,77.1%,43.8%,78.3%,77.8%,77.9%,39.8%,54.5%,9.7%,12.5%,22.2%,3.0,2022-05-01
543,Shawn Armstrong,TBR,21.4%,76.9%,48.1%,33.3%,50.0%,46.2%,48.1%,50.0%,25.9%,7.4%,33.3%,3.0,2022-05-01
544,Conner Menez,CHC,21.4%,60.0%,37.5%,100.0%,100.0%,100.0%,41.7%,20.0%,0.0%,20.8%,20.8%,3.0,2022-05-01
545,Tyler Gilbert,ARI,21.3%,74.0%,48.5%,60.0%,86.5%,80.9%,51.5%,68.0%,9.3%,17.5%,26.8%,3.0,2022-05-01
546,Daniel Hudson,LAD,21.2%,86.4%,49.7%,44.4%,82.5%,73.3%,43.7%,52.8%,13.2%,11.3%,24.5%,3.0,2022-05-01
547,Elvis Peguero,LAA,21.1%,90.0%,44.8%,75.0%,77.8%,76.9%,34.5%,37.5%,10.3%,10.3%,20.7%,3.0,2022-05-01
548,Michael Fulmer,DET,20.9%,60.0%,35.4%,52.2%,84.6%,72.6%,37.1%,47.7%,9.7%,20.0%,29.7%,3.0,2022-05-01
549,Lucas Sims,CIN,20.7%,47.6%,27.8%,75.0%,80.0%,77.3%,26.6%,66.7%,6.3%,19.0%,25.3%,3.0,2022-05-01
550,Anthony Castro,CLE,20.7%,80.0%,40.9%,66.7%,50.0%,55.6%,34.1%,60.0%,18.2%,15.9%,34.1%,3.0,2022-05-01
551,Josh Winckowski,BOS,20.6%,64.3%,40.3%,57.1%,77.8%,72.0%,45.2%,50.0%,11.3%,17.7%,29.0%,3.0,2022-05-01
552,Wily Peralta,DET,20.0%,68.6%,41.7%,66.7%,84.3%,79.6%,44.6%,48.4%,8.5%,16.6%,25.1%,3.0,2022-05-01
553,Jake Hager,ARI,20.0%,100.0%,66.7%,100.0%,85.7%,87.5%,58.3%,83.3%,8.3%,8.3%,16.7%,3.0,2022-05-01
554,Chad Pinder,OAK,20.0%,66.7%,30.8%,100.0%,100.0%,100.0%,23.1%,42.9%,0.0%,15.4%,15.4%,3.0,2022-05-01
555,Erick Fedde,WSN,20.0%,66.1%,41.7%,72.7%,85.2%,82.0%,47.1%,66.1%,7.5%,19.0%,26.5%,3.0,2022-05-01
556,Chad Smith,COL,20.0%,37.5%,30.8%,0.0%,100.0%,75.0%,61.5%,66.7%,7.7%,38.5%,46.2%,3.0,2022-05-01
557,Sean Poppen,ARI,19.4%,72.0%,41.0%,78.6%,91.7%,88.0%,41.0%,61.3%,4.9%,18.0%,23.0%,3.0,2022-05-01
558,Francisco Morales,PHI,19.4%,41.7%,25.0%,71.4%,40.0%,58.3%,25.0%,63.6%,10.4%,25.0%,35.4%,3.0,2022-05-01
559,Connor Overton,CIN,19.4%,65.9%,42.5%,76.9%,94.3%,90.3%,49.6%,62.0%,4.1%,22.6%,26.7%,3.0,2022-05-01
560,Mitch White,LAD,19.3%,69.1%,39.1%,75.0%,89.5%,85.2%,39.9%,55.9%,5.8%,18.1%,23.9%,3.0,2022-05-01
561,Brock Burke,TEX,19.2%,64.4%,40.3%,68.4%,78.6%,76.0%,46.8%,62.5%,9.7%,19.9%,29.6%,3.0,2022-05-01
562,Anderson Espinoza,CHC,19.0%,61.5%,32.1%,63.6%,87.5%,77.8%,31.0%,36.8%,7.1%,17.9%,25.0%,3.0,2022-05-01
563,Riley O'Brien,SEA,18.2%,75.0%,47.8%,100.0%,88.9%,90.9%,52.2%,60.0%,4.3%,13.0%,17.4%,3.0,2022-05-01
564,Brooks Raley,TBR,18.0%,66.7%,40.2%,81.8%,91.2%,88.9%,45.5%,53.3%,4.5%,19.6%,24.1%,3.0,2022-05-01
565,Trevor May,NYM,17.6%,60.0%,33.3%,66.7%,100.0%,88.9%,37.0%,50.0%,3.7%,14.8%,18.5%,3.0,2022-05-01
566,Robbie Erlin,LAD,16.7%,81.3%,42.5%,50.0%,100.0%,88.2%,40.0%,77.8%,5.0%,12.5%,17.5%,3.0,2022-05-01
567,Kyle Muller,ATL,16.7%,61.5%,32.4%,50.0%,75.0%,66.7%,35.1%,47.4%,10.8%,18.9%,29.7%,3.0,2022-05-01
568,Sean Hjelle,SFG,16.7%,80.0%,45.5%,0.0%,100.0%,80.0%,45.5%,33.3%,9.1%,18.2%,27.3%,3.0,2022-05-01
569,Sammy Long,SFG,16.2%,68.6%,41.7%,50.0%,83.3%,76.7%,48.6%,50.0%,9.7%,16.7%,26.4%,3.0,2022-05-01
570,Kris Bubic,KCR,15.0%,66.7%,39.5%,66.7%,83.3%,80.0%,47.4%,55.6%,7.9%,13.2%,21.1%,3.0,2022-05-01
571,Josh Harrison,CHW,14.3%,50.0%,25.0%,50.0%,100.0%,80.0%,30.0%,60.0%,5.0%,25.0%,30.0%,3.0,2022-05-01
572,Calvin Faucher,TBR,14.3%,55.6%,26.7%,66.7%,100.0%,87.5%,30.0%,37.5%,3.3%,16.7%,20.0%,3.0,2022-05-01
573,Dinelson Lamet,SDP,12.8%,70.8%,34.9%,40.0%,88.2%,77.3%,38.1%,53.8%,7.9%,14.3%,22.2%,3.0,2022-05-01
574,Ethan Small,MIL,12.8%,80.0%,42.0%,40.0%,66.7%,62.1%,43.5%,53.3%,15.9%,13.0%,29.0%,3.0,2022-05-01
575,David Price,LAD,12.8%,67.2%,42.9%,66.7%,84.6%,82.2%,55.2%,38.5%,7.6%,19.0%,26.7%,3.0,2022-05-01
576,Jake Reed,NYM,12.0%,61.5%,37.3%,100.0%,81.3%,84.2%,51.0%,63.6%,5.9%,21.6%,27.5%,3.0,2022-05-01
577,Caleb Ferguson,LAD,11.1%,50.0%,26.7%,100.0%,66.7%,75.0%,40.0%,25.0%,6.7%,26.7%,33.3%,3.0,2022-05-01
578,Sean Newcomb,CHC,0.0%,71.4%,41.7%, ,80.0%,80.0%,58.3%,33.3%,8.3%,16.7%,25.0%,3.0,2022-05-01
579,Miguel Yajure,PIT,0.0%,100.0%,42.9%, ,100.0%,100.0%,42.9%, ,0.0%,0.0%,0.0%,3.0,2022-05-01
1,James Naile,STL,100.0%,60.0%,71.4%,100.0%,66.7%,80.0%,71.4%,100.0%,14.3%,28.6%,42.9%,4.0,2022-06-01
2,Emmanuel Clase,CLE,56.6%,76.3%,66.0%,53.2%,86.2%,71.4%,47.8%,66.7%,18.9%,13.2%,32.1%,4.0,2022-06-01
3,Randal Grichuk,COL,55.6%,0.0%,50.0%,80.0%, ,80.0%,10.0%,33.3%,10.0%,10.0%,20.0%,4.0,2022-06-01
4,Zach Pop,MIA,54.7%,67.7%,59.5%,72.4%,100.0%,84.0%,36.9%,59.1%,9.5%,13.1%,22.6%,4.0,2022-06-01
5,Frank Schwindel,CHC,53.3%,83.3%,61.9%,87.5%,90.0%,88.5%,28.6%,72.2%,7.1%,7.1%,14.3%,4.0,2022-06-01
6,Reyes Moronta,LAD,51.4%,59.3%,54.7%,52.6%,93.8%,71.4%,42.2%,87.5%,15.6%,21.9%,37.5%,4.0,2022-06-01
7,Jose Alvarez,SFG,50.0%,50.0%,50.0%,75.0%,71.4%,73.3%,46.7%,33.3%,13.3%,16.7%,30.0%,4.0,2022-06-01
8,Anthony Misiewicz,SEA,50.0%,66.7%,53.8%,100.0%,100.0%,100.0%,23.1%,66.7%,0.0%,7.7%,7.7%,4.0,2022-06-01
9,Dylan Lee,ATL,49.4%,72.6%,59.7%,47.4%,73.3%,61.4%,44.6%,64.9%,23.0%,12.9%,36.0%,4.0,2022-06-01
10,Dominic Leone,SFG,48.2%,79.6%,57.8%,53.7%,79.5%,64.5%,30.4%,68.1%,20.5%,8.7%,29.2%,4.0,2022-06-01
11,Zack Littell,SFG,48.0%,76.6%,59.1%,68.8%,75.5%,72.2%,39.0%,77.8%,16.5%,12.2%,28.7%,4.0,2022-06-01
12,Jandel Gustave,MIL,47.8%,56.5%,52.2%,63.6%,92.3%,79.2%,50.0%,71.4%,10.9%,23.9%,34.8%,4.0,2022-06-01
13,Jose Leclerc,TEX,47.5%,85.0%,60.0%,63.2%,76.5%,69.4%,33.3%,75.0%,18.3%,8.3%,26.7%,4.0,2022-06-01
14,Bailey Ober,MIN,46.9%,83.8%,62.8%,73.9%,87.1%,81.5%,43.0%,76.9%,11.6%,11.6%,23.3%,4.0,2022-06-01
15,Jhoan Duran,MIN,46.2%,76.3%,59.1%,63.3%,86.9%,76.4%,43.0%,75.0%,14.0%,13.4%,27.4%,4.0,2022-06-01
16,Garrett Richards,TEX,45.6%,71.4%,56.0%,65.4%,92.7%,79.4%,40.3%,72.9%,11.5%,13.6%,25.1%,4.0,2022-06-01
